cosecha,MOB,bgi_sum,monto_sum,pct
2023-04,16,500419.7188999999,13615420.48,3.6753893839347658
2023-04,17,692917.2189,13615420.48,5.089209106085573
2023-04,18,692917.2189,13615420.48,5.089209106085573
2023-04,19,692917.2189,13615420.48,5.089209106085573
2023-04,20,1006124.8888999999,13615420.48,7.389598362958526
2023-04,21,1162501.2889,13615420.48,8.53812256924143
2023-04,22,1162501.2889,13615420.48,8.53812256924143
2023-04,23,1162501.2889,13615420.48,8.53812256924143
2023-04,24,1106001.2889,13615420.48,8.123151910913293
2023-04,25,1106001.2889,13615420.48,8.123151910913293
2023-04,26,1262511.8288999998,13615420.48,9.27266132364059
2023-04,27,1351471.5609,13615420.48,9.92603616528191
2023-04,28,1348983.6409,13615420.48,9.907763354657703
2023-04,29,1348983.6409,13615420.48,9.907763354657703
2023-04,30,1439217.8709,13615420.48,10.5704988914158
2023-04,31,1291871.1209,13615420.48,9.488293973716484
2023-05,1,0.0,18523037.669999998,0.0
2023-05,2,0.0,18523037.669999998,0.0
2023-05,3,0.0,18523037.669999998,0.0
2023-05,4,0.0,18523037.669999998,0.0
2023-05,5,0.0,18523037.669999998,0.0
2023-05,6,0.0,18523037.669999998,0.0
2023-05,7,0.0,18523037.669999998,0.0
2023-05,8,0.0,18523037.669999998,0.0
2023-05,9,0.0,18523037.669999998,0.0
2023-05,10,0.0,18523037.669999998,0.0
2023-05,11,99584.86,18523037.669999998,0.5376270446250192
2023-05,12,99584.86,18523037.669999998,0.5376270446250192
2023-05,13,242202.03999999998,18523037.669999998,1.3075719237577947
2023-05,14,365371.3294,18523037.669999998,1.9725238155281475
2023-05,15,540818.4393999999,18523037.669999998,2.9197070644406886
2023-05,16,540818.4393999999,18523037.669999998,2.9197070644406886
2023-05,17,877894.69,18523037.669999998,4.7394747321701045
2023-05,18,744298.3200000001,18523037.669999998,4.01823034245333
2023-05,19,737798.3200000001,18523037.669999998,3.983138905963258
2023-05,20,797774.4805000001,18523037.669999998,4.30693115628696
2023-05,21,1232067.1205,18523037.669999998,6.651539247773933
2023-05,22,1224067.1205,18523037.669999998,6.60834978747846
2023-05,23,1344475.7108,18523037.669999998,7.258397541227914
2023-05,24,1421981.028,18523037.669999998,7.676824143715084
2023-05,25,1413783.568,18523037.669999998,7.6325686595658695
2023-05,26,1343939.348,18523037.669999998,7.2555018887460925
2023-05,27,1335647.078,18523037.669999998,7.21073455550555
2023-05,28,1450329.6476,18523037.669999998,7.82986934129579
2023-05,29,1438642.968,18523037.669999998,7.766776668224528
2023-05,30,1430250.578,18523037.669999998,7.721468818888387
2023-06,1,0.0,18950167.8,0.0
2023-06,2,0.0,18950167.8,0.0
2023-06,3,0.0,18950167.8,0.0
2023-06,4,5608.421000000002,18950167.8,0.02959562711629394
2023-06,5,208477.81100000002,18950167.8,1.1001370183117851
2023-06,6,208477.81100000002,18950167.8,1.1001370183117851
2023-06,7,415031.151,18950167.8,2.1901186067597775
2023-06,8,629314.3795,18950167.8,3.320890802349518
2023-06,9,629314.3795,18950167.8,3.320890802349518
2023-06,10,629314.3795,18950167.8,3.320890802349518
2023-06,11,629314.3795,18950167.8,3.320890802349518
2023-06,12,629314.3795,18950167.8,3.320890802349518
2023-06,13,879356.0895,18950167.8,4.640360437863774
2023-06,14,1017325.5295,18950167.8,5.368424914422129
2023-06,15,1124485.4594999999,18950167.8,5.9339076643954565
2023-06,16,1522302.1141,18950167.8,8.033185405883318
2023-06,17,1522302.1141,18950167.8,8.033185405883318
2023-06,18,1426870.0788,18950167.8,7.529590734283629
2023-06,19,1927450.1197000002,18950167.8,10.171150672871615
2023-06,20,1999200.7769,18950167.8,10.549778756576497
2023-06,21,1989401.4869000001,18950167.8,10.498067921593814
2023-06,22,1961803.1569,18950167.8,10.352431585856458
2023-06,23,1956780.7124,18950167.8,10.325928155633534
2023-06,24,2028600.1769,18950167.8,10.70491933533169
2023-06,25,2175327.5769,18950167.8,11.479199550412424
2023-06,26,2175327.5769,18950167.8,11.479199550412424
2023-06,27,2171039.1737,18950167.8,11.456569654755247
2023-06,28,2349757.3944,18950167.8,12.399665370773128
2023-06,29,2284857.9869,18950167.8,12.057191318907476
2023-07,1,0.0,20423491.2184,0.0
2023-07,2,0.0,20423491.2184,0.0
2023-07,3,0.0,20423491.2184,0.0
2023-07,4,0.0,20423491.2184,0.0
2023-07,5,370012.4754,20423491.2184,1.8117004161690393
2023-07,6,370012.4754,20423491.2184,1.8117004161690393
2023-07,7,369173.9218,20423491.2184,1.8075945872927082
2023-07,8,509878.2154,20423491.2184,2.496528188778218
2023-07,9,563947.5154,20423491.2184,2.761268920036191
2023-07,10,560947.5154,20423491.2184,2.7465799524746743
2023-07,11,554947.5154,20423491.2184,2.717202017351641
2023-07,12,654340.9654,20423491.2184,3.2038644049773866
2023-07,13,651340.9654,20423491.2184,3.18917543741587
2023-07,14,651340.9654,20423491.2184,3.18917543741587
2023-07,15,852840.7097,20423491.2184,4.175783173308077
2023-07,16,852840.7097,20423491.2184,4.175783173308077
2023-07,17,852840.7097,20423491.2184,4.175783173308077
2023-07,18,852840.7097,20423491.2184,4.175783173308077
2023-07,19,997253.0897,20423491.2184,4.882872761741887
2023-07,20,1029457.2397,20423491.2184,5.040554666640627
2023-07,21,1029457.2397,20423491.2184,5.040554666640627
2023-07,22,1237970.9097,20423491.2184,6.061504844894897
2023-07,23,1346549.0297,20423491.2184,6.593138339085056
2023-07,24,1343210.4314000001,20423491.2184,6.576791485041844
2023-07,25,1340682.6397,20423491.2184,6.564414601613986
2023-07,26,1427244.6597,20423491.2184,6.988250169560441
2023-07,27,1427244.6597,20423491.2184,6.988250169560441
2023-07,28,1419215.6597,20423491.2184,6.948937596043302
2023-08,1,0.0,17385507.9395,0.0
2023-08,2,0.0,17385507.9395,0.0
2023-08,3,0.0,17385507.9395,0.0
2023-08,4,0.0,17385507.9395,0.0
2023-08,5,0.0,17385507.9395,0.0
2023-08,6,294563.53,17385507.9395,1.6943049983069491
2023-08,7,149178.54,17385507.9395,0.8580625916661616
2023-08,8,423828.8581,17385507.9395,2.4378284463984956
2023-08,9,423828.8581,17385507.9395,2.4378284463984956
2023-08,10,423828.8581,17385507.9395,2.4378284463984956
2023-08,11,423828.8581,17385507.9395,2.4378284463984956
2023-08,12,500464.5481,17385507.9395,2.8786305803751695
2023-08,13,500464.5481,17385507.9395,2.8786305803751695
2023-08,14,500464.5481,17385507.9395,2.8786305803751695
2023-08,15,500464.5481,17385507.9395,2.8786305803751695
2023-08,16,500464.5481,17385507.9395,2.8786305803751695
2023-08,17,500464.5481,17385507.9395,2.8786305803751695
2023-08,18,500464.5481,17385507.9395,2.8786305803751695
2023-08,19,602963.3981,17385507.9395,3.46819546600685
2023-08,20,601120.7581,17385507.9395,3.4575967535250967
2023-08,21,607390.7481,17385507.9395,3.4936612160752794
2023-08,22,607390.7481,17385507.9395,3.4936612160752794
2023-08,23,761099.8681,17385507.9395,4.377783328209672
2023-08,24,759398.9086,17385507.9395,4.367999550215269
2023-08,25,757055.0198,17385507.9395,4.3545176962012455
2023-08,26,717187.9881,17385507.9395,4.125205835778567
2023-08,27,927082.1756,17385507.9395,5.332499797107811
2023-09,1,0.0,19237983.2205,0.0
2023-09,2,0.0,19237983.2205,0.0
2023-09,3,0.0,19237983.2205,0.0
2023-09,4,0.0,19237983.2205,0.0
2023-09,5,0.0,19237983.2205,0.0
2023-09,6,0.0,19237983.2205,0.0
2023-09,7,0.0,19237983.2205,0.0
2023-09,8,174981.63,19237983.2205,0.90956327383392
2023-09,9,174981.63,19237983.2205,0.90956327383392
2023-09,10,174981.63,19237983.2205,0.90956327383392
2023-09,11,20923.58000000002,19237983.2205,0.10876181645539565
2023-09,12,374691.2,19237983.2205,1.9476636178824034
2023-09,13,374691.2,19237983.2205,1.9476636178824034
2023-09,14,374103.21900000004,19237983.2205,1.944607263204989
2023-09,15,403340.5099,19237983.2205,2.0965841651748622
2023-09,16,566492.8599,19237983.2205,2.944658249292707
2023-09,17,733964.0199000001,19237983.2205,3.8151817240275365
2023-09,18,841553.7499,19237983.2205,4.374438527440029
2023-09,19,830442.1695,19237983.2205,4.316679976179002
2023-09,20,894798.6098999999,19237983.2205,4.651207975618267
2023-09,21,1050482.9799,19237983.2205,5.460463125784438
2023-09,22,1030082.9798999999,19237983.2205,5.354422904383985
2023-09,23,1152454.5883,19237983.2205,5.990516651828369
2023-09,24,1198621.8083,19237983.2205,6.23049617291873
2023-09,25,1176321.8083,19237983.2205,6.114579656387844
2023-09,26,1245859.9867,19237983.2205,6.476042589393733
2023-10,1,5187.739999999991,19775605.65,0.02623302715383582
2023-10,2,5187.739999999991,19775605.65,0.02623302715383582
2023-10,3,5187.739999999991,19775605.65,0.02623302715383582
2023-10,4,5187.739999999991,19775605.65,0.02623302715383582
2023-10,5,5187.739999999991,19775605.65,0.02623302715383582
2023-10,6,294138.13999999996,19775605.65,1.4873786684758248
2023-10,7,294138.13999999996,19775605.65,1.4873786684758248
2023-10,8,294138.13999999996,19775605.65,1.4873786684758248
2023-10,9,294138.13999999996,19775605.65,1.4873786684758248
2023-10,10,294138.13999999996,19775605.65,1.4873786684758248
2023-10,11,294138.13999999996,19775605.65,1.4873786684758248
2023-10,12,294138.13999999996,19775605.65,1.4873786684758248
2023-10,13,294138.13999999996,19775605.65,1.4873786684758248
